overall_qual,c_total_area,garage_area,c_tot_exter,c_total_bath,year_built,c_tot_bsmt,c_ord_garage_finish,c_ord_fireplace_qu,mas_vnr_area,c_ord_heating_qc,neighborhood_NridgHt,bsmtfin_sf_1,c_total_porch_area,saleprice
6,1470.0,264.0,6,3.0,1973,7,1,0,504.0,3,0.0,254.0,0,111000
6,2595.0,530.0,6,4.0,1999,9,2,3,148.0,5,0.0,639.0,249,214000
5,2304.0,636.0,6,2.0,1953,7,1,0,84.0,3,0.0,500.0,0,137500
7,2810.0,581.0,7,4.0,2003,9,2,5,0.0,5,0.0,622.0,35,240900
7,2673.0,564.0,7,4.0,1992,8,2,3,0.0,5,0.0,674.0,279,190000
7,3180.0,1231.0,7,3.0,2002,10,2,0,0.0,5,0.0,1234.0,355,250000
5,2874.0,528.0,8,3.0,1976,11,2,2,0.0,3,0.0,1157.0,201,218000
7,3223.0,473.0,7,4.0,1993,8,1,4,194.0,5,0.0,819.0,321,255000
7,3340.0,690.0,7,2.0,2006,8,2,4,27.0,5,0.0,0.0,204,240000
8,4280.0,894.0,7,3.0,2006,10,3,0,0.0,5,0.0,0.0,168,360000
5,2484.0,502.0,7,3.0,1965,10,2,4,0.0,4,0.0,633.0,188,179900
5,4684.0,0.0,6,3.0,1946,7,0,4,0.0,3,0.0,152.0,122,200500
3,1568.0,0.0,6,1.0,1910,7,0,0,0.0,2,0.0,0.0,0,37900
8,2579.0,471.0,7,2.0,2001,10,1,0,86.0,5,0.0,250.0,284,180500
7,3955.0,820.0,6,8.0,2000,9,3,3,23.0,5,0.0,820.0,312,269500
7,2580.0,433.0,7,3.0,2003,11,3,4,0.0,5,0.0,0.0,148,225000
6,1935.0,720.0,6,1.0,1940,7,3,0,0.0,4,0.0,375.0,30,141000
9,3482.0,927.0,8,3.0,2008,10,2,4,284.0,5,1.0,1015.0,213,335000
5,2052.0,308.0,8,3.0,1977,8,1,0,0.0,5,0.0,198.0,401,150000
9,3684.0,894.0,7,3.0,1981,12,3,4,0.0,4,0.0,1810.0,929,385000
7,2754.0,486.0,6,3.0,1965,7,1,2,176.0,3,0.0,454.0,231,205000
7,2395.0,632.0,7,3.0,2006,10,2,0,24.0,5,0.0,686.0,166,206000
7,2844.0,626.0,7,2.0,2004,10,2,0,106.0,5,0.0,0.0,252,179600
4,2056.0,396.0,6,1.0,1951,5,1,0,0.0,3,0.0,836.0,0,102000
5,2252.0,540.0,6,3.0,1977,10,2,0,0.0,3,0.0,767.0,180,175000
5,2399.0,896.0,6,2.0,1956,7,1,0,0.0,4,0.0,494.0,398,159000
6,2254.0,480.0,6,3.0,1976,9,1,1,84.0,3,0.0,1033.0,138,135000
6,2849.0,325.0,6,2.0,1954,6,1,0,0.0,4,0.0,444.0,182,136900
5,2148.0,288.0,6,1.0,1961,7,1,3,0.0,3,0.0,465.0,0,135000
8,3617.0,856.0,7,4.0,1999,9,2,4,673.0,5,0.0,1163.0,308,337000
6,3708.0,619.0,6,4.0,1968,8,1,4,220.0,3,0.0,619.0,287,250000
8,3576.0,787.0,7,4.0,1996,8,2,4,402.0,5,0.0,1023.0,590,306000
5,2400.0,0.0,7,6.0,1987,12,0,0,0.0,3,0.0,1200.0,120,179000
7,2081.0,540.0,7,2.0,2007,8,1,0,0.0,5,0.0,0.0,102,146000
6,3318.0,720.0,6,2.0,1915,6,1,4,0.0,4,0.0,375.0,170,161000
6,3220.0,480.0,6,3.0,1977,8,2,3,28.0,4,0.0,1200.0,236,205000
7,2778.0,512.0,7,3.0,1986,10,3,3,340.0,4,0.0,893.0,240,241500
4,2058.0,261.0,5,2.0,1961,8,1,0,192.0,4,0.0,903.0,103,118500
5,2414.0,288.0,6,2.0,1958,9,1,0,120.0,5,0.0,300.0,462,130000
5,1880.0,379.0,6,1.0,1940,7,1,4,279.0,5,0.0,0.0,0,130000
10,4548.0,736.0,8,4.0,2006,9,2,4,734.0,5,0.0,1206.0,250,535000
5,1824.0,252.0,6,2.0,1962,7,1,0,60.0,4,0.0,140.0,0,123000
4,1152.0,0.0,5,2.0,1955,0,0,0,0.0,3,0.0,0.0,0,82000
7,2074.0,288.0,6,1.0,1920,7,1,0,0.0,5,0.0,116.0,192,132000
5,2146.0,326.0,6,1.0,1921,7,1,0,0.0,5,0.0,0.0,112,108480
5,2634.0,512.0,6,3.0,1967,7,1,3,450.0,3,0.0,194.0,284,165000
7,2947.0,566.0,7,2.0,2006,8,2,0,170.0,5,0.0,0.0,32,181000
5,2326.0,384.0,6,2.0,1961,8,1,3,0.0,3,0.0,0.0,330,165000
5,2343.0,275.0,6,2.0,1969,9,3,0,0.0,3,0.0,476.0,567,161000
8,3008.0,510.0,7,2.0,2006,8,3,0,60.0,5,0.0,0.0,144,199000
7,2711.0,510.0,7,4.0,2002,8,3,4,44.0,5,0.0,624.0,40,214900
8,2556.0,584.0,7,2.0,2006,8,2,0,0.0,5,0.0,24.0,60,198600
8,3404.0,420.0,7,3.0,1998,8,3,3,650.0,4,0.0,0.0,267,258000
7,3955.0,820.0,6,8.0,2000,9,3,3,23.0,5,0.0,820.0,312,269500
6,2604.0,309.0,6,3.0,1964,11,2,0,108.0,5,0.0,270.0,333,158000
8,1827.0,527.0,7,4.0,2002,8,3,3,0.0,5,0.0,353.0,120,184100
6,2845.0,944.0,6,3.0,1971,8,1,3,176.0,3,0.0,492.0,249,170000
6,2554.0,501.0,7,4.0,1986,7,3,3,242.0,4,0.0,454.0,512,208000
6,1696.0,420.0,7,2.0,2003,10,3,0,170.0,5,0.0,685.0,140,140000
8,3244.0,482.0,8,4.0,2007,12,3,4,174.0,5,0.0,1476.0,368,230000
8,2674.0,462.0,7,3.0,1989,11,2,3,0.0,4,0.0,319.0,227,188500
5,2618.0,410.0,6,2.0,1940,9,1,4,0.0,3,0.0,602.0,113,194000
5,2208.0,384.0,6,2.0,1956,7,2,0,0.0,4,0.0,774.0,0,133000
5,1814.0,343.0,6,1.0,1978,10,1,0,76.0,3,0.0,625.0,72,140000
7,2434.0,532.0,7,3.0,2000,9,2,0,120.0,5,0.0,527.0,70,207500
6,3572.0,515.0,6,3.0,1967,7,2,3,256.0,4,0.0,0.0,288,256900
5,1769.0,240.0,6,1.0,1940,7,1,0,0.0,4,0.0,0.0,39,109000
5,1513.0,400.0,6,2.0,1979,0,1,0,0.0,3,0.0,0.0,0,113722
8,2996.0,844.0,7,2.0,2005,12,3,4,76.0,5,0.0,24.0,242,237000
5,2106.0,692.0,6,2.0,1963,7,2,0,0.0,4,0.0,288.0,349,142100
6,2471.0,452.0,6,3.0,1954,7,2,0,28.0,4,0.0,468.0,280,149900
9,4040.0,896.0,8,3.0,2008,11,2,4,450.0,5,1.0,1232.0,290,404000
7,3886.0,441.0,6,4.0,1962,10,2,4,0.0,3,0.0,636.0,622,277500
6,2473.0,476.0,7,3.0,1985,8,3,3,336.0,3,0.0,0.0,238,178000
8,2648.0,550.0,7,3.0,2006,8,3,4,176.0,5,1.0,863.0,230,254000
2,1510.0,780.0,5,1.0,1923,5,1,4,0.0,3,0.0,0.0,0,12789
7,2490.0,402.0,6,2.0,1995,9,3,3,38.0,4,0.0,0.0,241,176000
9,3845.0,840.0,6,4.0,2006,12,2,0,370.0,5,1.0,0.0,394,342643
5,1778.0,288.0,6,1.0,1967,7,1,0,75.0,3,0.0,599.0,0,125500
6,2990.0,438.0,6,2.0,1989,8,1,3,128.0,5,0.0,0.0,444,150000
8,3158.0,594.0,8,2.0,2007,9,3,4,0.0,5,0.0,0.0,256,261329
7,2160.0,0.0,6,2.0,2004,8,0,0,120.0,5,0.0,680.0,0,141000
4,2752.0,280.0,6,2.0,1953,7,3,2,0.0,4,0.0,595.0,225,153000
7,2516.0,648.0,7,2.0,2006,11,3,4,72.0,5,0.0,0.0,160,172500
6,2094.0,384.0,6,1.0,1915,7,1,0,0.0,5,0.0,0.0,259,153575
5,1838.0,216.0,7,1.0,1930,7,1,0,0.0,5,0.0,737.0,282,124900
9,4242.0,732.0,8,3.0,2006,12,3,5,315.0,5,1.0,0.0,364,415298
6,2452.0,207.0,5,1.0,1920,7,1,0,0.0,5,0.0,0.0,176,119000
8,3176.0,825.0,7,2.0,2006,11,2,4,410.0,5,0.0,0.0,189,227000
5,2106.0,312.0,7,3.0,1959,7,2,0,54.0,5,0.0,806.0,0,145500
3,984.0,200.0,6,2.0,1921,6,1,0,0.0,3,0.0,416.0,78,61500
7,3702.0,506.0,7,2.0,1969,8,3,3,434.0,4,0.0,0.0,146,192100
6,2101.0,308.0,7,3.0,1915,7,1,0,0.0,5,0.0,276.0,288,116000
6,1726.0,264.0,7,2.0,1958,9,2,0,63.0,5,0.0,507.0,224,145000
9,4904.0,886.0,7,4.0,2003,9,3,4,724.0,5,1.0,1972.0,116,445000
5,2080.0,484.0,6,2.0,1977,9,1,0,0.0,3,0.0,532.0,288,150500
6,2418.0,440.0,6,3.0,1993,8,3,3,0.0,4,0.0,0.0,241,175900
6,2232.0,528.0,6,3.0,1974,7,2,3,196.0,5,0.0,888.0,0,167900
7,2742.0,660.0,7,3.0,2006,10,3,4,0.0,5,0.0,0.0,117,219210
6,2900.0,462.0,7,3.0,1992,8,2,3,0.0,5,0.0,0.0,739,189000
5,2352.0,292.0,6,2.0,1957,7,2,4,143.0,3,0.0,621.0,183,136500
5,1756.0,416.0,6,2.0,1966,8,1,0,47.0,5,0.0,240.0,0,137900
5,2044.0,280.0,6,2.0,1910,7,1,0,0.0,3,0.0,247.0,256,85000
5,4272.0,528.0,6,2.0,1951,6,1,0,44.0,3,0.0,756.0,30,137900
6,2530.0,472.0,6,3.0,1998,11,3,0,0.0,5,0.0,851.0,182,195500
6,2453.0,216.0,6,3.0,1915,8,1,0,0.0,3,0.0,0.0,202,128000
5,1728.0,420.0,7,2.0,1961,7,1,3,0.0,5,0.0,764.0,132,135000
5,2152.0,576.0,6,2.0,1975,9,1,2,176.0,3,0.0,294.0,0,143195
5,1677.0,308.0,6,1.0,1930,7,1,0,0.0,3,0.0,0.0,0,79500
7,2498.0,478.0,7,3.0,2003,10,2,0,95.0,5,0.0,0.0,236,192500
5,2096.0,308.0,8,2.0,1950,7,1,0,0.0,3,0.0,384.0,12,129500
6,2378.0,373.0,6,3.0,1995,8,3,3,0.0,4,0.0,0.0,40,168000
6,2081.0,240.0,6,2.0,1939,7,1,4,0.0,5,0.0,264.0,0,105000
6,1962.0,576.0,6,3.0,1971,7,1,0,0.0,3,0.0,282.0,352,143250
5,2198.0,352.0,6,2.0,1995,8,1,0,0.0,5,0.0,0.0,278,144000
7,3058.0,463.0,7,4.0,1994,8,2,2,0.0,5,0.0,695.0,130,205000
6,1996.0,528.0,6,2.0,1974,10,1,1,0.0,3,0.0,924.0,193,143000
9,2838.0,588.0,7,3.0,2001,11,3,3,0.0,5,0.0,964.0,213,290000
9,4694.0,820.0,8,4.0,2009,12,3,4,760.0,5,1.0,2188.0,67,611657
5,2080.0,576.0,7,2.0,1996,8,1,0,0.0,4,0.0,732.0,168,152000
8,2560.0,506.0,7,2.0,1992,8,2,0,0.0,5,0.0,263.0,226,191500
8,3616.0,852.0,7,3.0,2004,11,2,4,344.0,5,1.0,0.0,343,317000
7,1982.0,224.0,6,2.0,1940,7,1,4,0.0,5,0.0,258.0,126,165250
5,2184.0,264.0,6,1.0,1966,7,1,0,0.0,3,0.0,609.0,420,123000
6,2176.0,621.0,6,2.0,1956,11,1,3,0.0,3,0.0,776.0,422,185000
7,2090.0,528.0,6,2.0,1962,7,1,0,0.0,4,0.0,809.0,0,120000
6,2186.0,484.0,6,3.0,1966,7,2,2,0.0,4,0.0,792.0,224,158500
6,2438.0,520.0,7,3.0,2004,8,2,0,0.0,5,0.0,0.0,183,173000
4,1224.0,462.0,6,2.0,1962,0,1,0,0.0,3,0.0,0.0,0,101800
7,1695.0,576.0,8,2.0,1936,9,2,0,0.0,5,0.0,350.0,256,155000
5,2132.0,264.0,6,1.0,1925,7,1,0,0.0,5,0.0,0.0,112,125000
4,968.0,331.0,6,1.0,1956,0,1,0,1.0,4,0.0,0.0,0,104500
9,3686.0,738.0,7,4.0,2004,9,3,4,216.0,5,1.0,1170.0,184,350000
3,1040.0,400.0,6,2.0,1950,0,1,0,0.0,4,0.0,0.0,0,93500
7,2663.0,588.0,7,4.0,1999,8,2,0,158.0,5,0.0,633.0,88,193000
6,3143.0,672.0,6,2.0,1922,9,3,4,0.0,2,0.0,0.0,431,191000
6,1626.0,270.0,6,1.0,1930,7,1,0,0.0,5,0.0,0.0,113,110000
8,3171.0,531.0,7,4.0,2001,10,2,3,108.0,5,0.0,990.0,282,261500
5,2100.0,338.0,6,1.0,1956,7,1,0,0.0,4,0.0,504.0,0,128900
9,5233.0,959.0,8,5.0,1993,12,2,3,738.0,5,0.0,292.0,1166,584500
4,1812.0,248.0,6,1.0,1954,7,1,0,132.0,5,0.0,492.0,0,111000
5,2066.0,576.0,6,1.0,1926,6,1,0,0.0,3,0.0,0.0,0,90000
6,3401.0,596.0,7,3.0,1965,8,1,1,113.0,3,0.0,187.0,265,129000
6,2936.0,924.0,7,2.0,1954,7,1,4,72.0,5,0.0,728.0,324,224000
6,1800.0,480.0,7,4.0,2005,8,2,0,0.0,5,0.0,390.0,166,165000
6,1986.0,180.0,7,2.0,1920,7,1,0,0.0,5,0.0,0.0,112,122000
9,5066.0,820.0,8,4.0,2008,9,3,4,860.0,5,1.0,0.0,222,485000
6,4081.0,576.0,6,2.0,1962,7,1,4,0.0,3,0.0,0.0,0,220000
6,2635.0,600.0,6,4.0,1997,8,2,0,128.0,5,0.0,688.0,96,215700
8,3672.0,862.0,7,3.0,2004,10,3,4,42.0,5,1.0,1039.0,310,280000
8,3178.0,732.0,7,3.0,2003,9,3,3,504.0,5,1.0,1149.0,244,284000
4,1260.0,0.0,6,2.0,1970,10,0,0,0.0,4,0.0,131.0,0,84500
6,2790.0,440.0,6,2.0,1963,10,2,3,218.0,3,0.0,717.0,1010,192000
7,1506.0,200.0,6,1.0,1930,7,1,1,0.0,3,0.0,0.0,348,105000
7,3696.0,484.0,7,2.0,2004,8,3,4,0.0,5,0.0,24.0,153,216837
5,2792.0,450.0,4,2.0,1960,7,2,0,203.0,3,0.0,658.0,22,141500
5,1788.0,450.0,6,2.0,1967,7,2,0,0.0,5,0.0,702.0,0,130000
5,2080.0,0.0,6,2.0,1978,8,0,0,136.0,3,0.0,616.0,0,124000
5,2016.0,280.0,6,2.0,1952,7,2,0,0.0,5,0.0,658.0,154,139500
4,1728.0,528.0,6,2.0,1955,7,1,0,0.0,3,0.0,682.0,196,79275
8,2960.0,472.0,7,2.0,2006,10,2,4,32.0,5,0.0,428.0,153,265900
6,1558.0,160.0,6,1.0,1930,9,1,0,0.0,3,0.0,384.0,141,91000
5,3056.0,567.0,6,4.0,1977,8,1,3,157.0,5,0.0,400.0,376,185000
5,2300.0,300.0,6,2.0,1959,7,2,0,0.0,5,0.0,179.0,0,141000
8,3734.0,728.0,7,3.0,2007,8,1,4,0.0,5,1.0,0.0,368,260116
4,1344.0,234.0,6,2.0,1941,7,1,0,0.0,3,0.0,344.0,113,113000
8,2912.0,811.0,7,3.0,1995,11,3,2,302.0,5,0.0,770.0,210,225000
5,1586.0,240.0,7,2.0,1945,7,1,0,0.0,3,0.0,700.0,0,113000
6,2104.0,352.0,6,2.0,1975,9,1,2,0.0,3,0.0,528.0,0,125200
8,3018.0,786.0,8,4.0,2007,12,3,4,120.0,5,1.0,778.0,276,319500
5,2471.0,288.0,6,3.0,1945,7,1,3,0.0,3,0.0,580.0,0,140000
6,3282.0,518.0,6,2.0,1958,11,1,4,0.0,3,0.0,909.0,138,250764
8,3036.0,656.0,8,3.0,2007,10,3,4,108.0,5,1.0,40.0,124,250000
6,2304.0,400.0,7,3.0,2005,8,3,4,0.0,5,0.0,0.0,138,176000
6,3052.0,464.0,6,1.0,1957,7,1,3,289.0,4,0.0,668.0,0,174850
6,2352.0,440.0,6,4.0,1978,8,1,3,0.0,3,0.0,320.0,108,147000
6,1836.0,264.0,6,2.0,1979,8,1,3,0.0,3,0.0,0.0,28,99500
9,4055.0,864.0,7,4.0,2009,9,2,4,0.0,5,1.0,986.0,197,398800
6,2600.0,460.0,6,3.0,1999,8,2,3,0.0,5,0.0,0.0,40,175000
5,1650.0,350.0,6,2.0,1954,7,1,0,0.0,3,0.0,0.0,0,109500
6,3314.0,484.0,6,3.0,1970,8,1,3,0.0,4,0.0,1237.0,147,163500
4,1576.0,0.0,6,1.0,1941,7,0,3,0.0,3,0.0,266.0,0,100000
8,4160.0,888.0,7,4.0,1992,12,2,3,692.0,5,0.0,1118.0,571,334000
5,1728.0,280.0,6,2.0,1968,7,1,0,0.0,5,0.0,775.0,226,137250
7,3854.0,576.0,7,4.0,2005,9,2,4,456.0,5,0.0,57.0,539,320000
5,2350.0,576.0,7,2.0,1959,7,3,4,0.0,5,0.0,72.0,563,162000
7,2948.0,484.0,8,4.0,2009,11,3,4,432.0,5,0.0,578.0,144,222000
7,2040.0,393.0,7,4.0,2003,8,3,3,0.0,5,0.0,494.0,156,178000
5,1592.0,240.0,7,2.0,1940,7,1,4,294.0,3,0.0,510.0,154,119000
5,2676.0,264.0,6,2.0,1962,7,2,3,288.0,3,0.0,540.0,168,169500
7,3208.0,554.0,7,3.0,2000,8,3,3,0.0,5,0.0,300.0,278,236000
8,3244.0,525.0,8,4.0,2007,12,3,4,186.0,5,0.0,1476.0,368,294464
6,3064.0,576.0,6,3.0,1969,7,1,4,0.0,3,0.0,500.0,280,206900
7,3040.0,618.0,7,4.0,2004,8,2,0,0.0,5,0.0,656.0,45,233000
6,2064.0,280.0,6,1.0,1924,6,1,0,0.0,4,0.0,143.0,112,108000
6,2150.0,420.0,6,3.0,1995,8,3,3,119.0,4,0.0,476.0,241,165000
5,2080.0,748.0,6,2.0,1977,10,1,0,0.0,3,0.0,539.0,0,134900
5,1768.0,240.0,7,1.0,1939,7,1,0,0.0,5,0.0,0.0,136,113000
5,2194.0,242.0,6,3.0,1996,8,1,0,0.0,5,0.0,549.0,306,147900
5,1728.0,0.0,6,1.0,1922,6,0,0,0.0,5,0.0,0.0,96,99900
6,2311.0,460.0,6,3.0,1975,8,2,0,0.0,4,0.0,286.0,0,143000
6,1992.0,528.0,6,1.0,1934,7,1,4,0.0,3,0.0,0.0,112,114500
5,1853.0,288.0,6,1.0,1967,8,1,1,0.0,3,0.0,659.0,64,129200
8,3252.0,482.0,8,4.0,2008,12,3,4,186.0,5,0.0,1480.0,368,392500
7,3492.0,252.0,9,2.0,1941,8,2,4,0.0,5,0.0,275.0,60,266500
7,1766.0,396.0,7,3.0,1998,8,3,3,0.0,4,0.0,189.0,256,177500
5,2016.0,384.0,6,1.0,1968,7,1,0,182.0,4,0.0,532.0,144,139500
6,2004.0,440.0,7,3.0,2007,8,3,4,0.0,5,0.0,0.0,136,170000
6,2999.0,539.0,7,3.0,1964,7,2,4,306.0,5,0.0,414.0,161,224500
8,3482.0,730.0,7,4.0,2003,8,3,4,186.0,5,1.0,0.0,154,290000
7,2858.0,240.0,5,2.0,1931,7,1,3,600.0,5,0.0,224.0,184,169500
7,3420.0,550.0,7,2.0,2004,10,3,4,108.0,5,0.0,0.0,328,240000
5,2228.0,288.0,7,2.0,1955,7,3,0,176.0,5,0.0,368.0,175,144000
6,2793.0,540.0,6,3.0,1964,7,2,3,272.0,3,0.0,442.0,52,165000
6,2664.0,542.0,7,2.0,1990,8,2,0,0.0,4,0.0,0.0,60,145000
5,2548.0,504.0,5,2.0,1964,8,1,0,0.0,5,0.0,0.0,144,114000
8,3908.0,895.0,7,2.0,2006,10,3,4,375.0,4,1.0,0.0,360,395000
6,1617.0,440.0,6,2.0,1973,7,1,0,514.0,3,0.0,0.0,0,105500
8,2965.0,741.0,7,4.0,1998,8,1,3,0.0,5,0.0,615.0,70,254900
5,2102.0,357.0,6,2.0,1950,7,1,3,0.0,2,0.0,432.0,171,102000
7,2784.0,622.0,7,4.0,2001,8,2,0,0.0,5,0.0,666.0,45,230000
5,2452.0,180.0,6,2.0,1920,8,1,0,0.0,5,0.0,0.0,174,137500
5,2151.0,288.0,8,1.0,1928,7,1,1,0.0,3,0.0,406.0,265,138000
6,1858.0,576.0,7,2.0,1983,10,1,1,100.0,4,0.0,70.0,0,156500
4,1728.0,463.0,7,1.0,1970,7,1,0,0.0,5,0.0,191.0,0,124500
7,2777.0,534.0,6,3.0,1977,8,2,4,0.0,3,0.0,0.0,276,190000
7,2532.0,388.0,7,2.0,2007,10,3,4,16.0,5,0.0,0.0,116,159895
5,3213.0,621.0,6,4.0,1921,6,2,0,0.0,5,0.0,0.0,484,189000
5,1824.0,0.0,6,1.0,1964,7,0,0,0.0,3,0.0,644.0,0,124000
5,2784.0,528.0,6,3.0,1957,8,1,4,180.0,3,0.0,1302.0,95,121500
5,3648.0,484.0,6,2.0,1957,7,1,0,0.0,2,0.0,0.0,0,146000
7,2751.0,626.0,7,4.0,2000,8,2,0,0.0,5,0.0,663.0,228,235000
8,3240.0,525.0,7,4.0,2004,12,3,4,186.0,5,0.0,1564.0,336,300000
4,1638.0,0.0,6,2.0,1970,7,0,0,0.0,4,0.0,0.0,0,90500
5,3456.0,576.0,6,2.0,1965,7,1,0,108.0,3,0.0,231.0,0,142600
7,3146.0,544.0,7,3.0,2002,8,2,0,110.0,5,0.0,788.0,72,227000
7,3400.0,400.0,6,3.0,1940,7,1,4,0.0,5,0.0,246.0,57,205000
8,2682.0,482.0,7,3.0,1999,11,2,3,158.0,5,0.0,915.0,324,246900
4,1534.0,185.0,6,1.0,1895,4,1,0,0.0,5,0.0,0.0,123,89000
4,1864.0,480.0,6,1.0,1948,7,1,0,0.0,5,0.0,0.0,160,64000
8,2452.0,484.0,7,2.0,1978,11,3,3,0.0,3,0.0,652.0,193,170000
9,4556.0,1020.0,8,4.0,2008,12,2,4,424.0,5,1.0,0.0,414,582933
6,2206.0,440.0,7,1.0,1925,7,1,4,0.0,4,0.0,397.0,286,110500
6,2358.0,622.0,6,1.0,1960,7,3,0,198.0,4,0.0,0.0,0,110000
5,1396.0,0.0,8,2.0,1947,7,0,0,0.0,5,0.0,0.0,200,118000
7,3044.0,871.0,7,4.0,2003,8,2,4,292.0,5,1.0,866.0,382,284000
6,2574.0,490.0,6,2.0,1962,7,3,4,318.0,5,0.0,319.0,204,171000
7,2647.0,478.0,7,3.0,2004,11,2,0,0.0,5,0.0,0.0,237,193000
5,2268.0,502.0,6,3.0,1976,8,1,0,0.0,3,0.0,1090.0,132,135000
7,2454.0,288.0,6,2.0,1919,8,1,4,0.0,3,0.0,0.0,212,167000
4,1440.0,528.0,6,1.0,1950,7,2,0,0.0,5,0.0,0.0,115,105000
7,3176.0,472.0,7,2.0,1999,10,2,0,183.0,5,0.0,1162.0,187,214000
8,3334.0,746.0,7,4.0,2004,8,2,3,112.0,5,1.0,994.0,295,279000
6,2550.0,485.0,6,3.0,1975,6,2,3,248.0,3,0.0,548.0,76,184500
3,1832.0,308.0,7,2.0,1948,7,1,0,0.0,5,0.0,331.0,176,120000
6,2546.0,528.0,8,3.0,1992,9,2,0,0.0,5,0.0,52.0,259,171500
7,1875.0,528.0,7,3.0,2006,8,2,0,0.0,5,0.0,0.0,54,164700
6,3427.0,506.0,7,3.0,1989,8,2,3,232.0,5,0.0,549.0,413,209000
7,2913.0,388.0,7,3.0,2004,8,3,3,18.0,5,0.0,1059.0,163,225000
5,1842.0,0.0,5,1.0,1910,7,0,0,0.0,3,0.0,0.0,151,81000
7,3219.0,454.0,7,4.0,1988,11,3,4,128.0,5,0.0,1065.0,269,277000
5,1788.0,312.0,6,1.0,1960,7,1,0,0.0,3,0.0,0.0,0,117600
6,2524.0,271.0,7,2.0,1950,7,1,0,0.0,5,0.0,120.0,0,140000
9,3517.0,874.0,8,4.0,2008,11,3,4,402.0,5,0.0,1153.0,252,395039
7,2800.0,612.0,7,2.0,2005,10,2,0,118.0,5,0.0,0.0,199,186800
5,2884.0,549.0,7,3.0,1965,7,3,3,0.0,3,0.0,388.0,304,177500
4,1624.0,216.0,6,2.0,1927,7,1,0,0.0,3,0.0,0.0,0,64500
7,2976.0,506.0,7,3.0,2004,11,3,4,0.0,5,0.0,1298.0,218,260000
7,2532.0,388.0,7,2.0,2007,10,3,4,16.0,5,0.0,0.0,116,185485
5,1590.0,180.0,6,2.0,1931,7,1,0,0.0,3,0.0,209.0,48,105000
6,2383.0,512.0,8,3.0,1976,7,2,3,360.0,5,0.0,0.0,213,187000
7,2829.0,440.0,7,3.0,1984,9,2,0,0.0,5,0.0,213.0,153,202500
7,3228.0,878.0,7,3.0,2005,9,2,0,210.0,5,1.0,1178.0,138,245700
6,1896.0,283.0,6,2.0,1980,7,2,3,0.0,5,0.0,0.0,340,128000
8,3128.0,878.0,7,3.0,2005,9,2,4,178.0,4,1.0,0.0,244,275500
7,2961.0,490.0,7,3.0,1999,8,3,3,344.0,5,0.0,694.0,0,225000
5,1711.0,288.0,6,2.0,1959,10,2,0,0.0,3,0.0,433.0,0,138000
6,1617.0,264.0,6,2.0,1971,7,1,0,381.0,3,0.0,0.0,0,88000
9,4796.0,694.0,8,3.0,2006,10,3,4,772.0,5,1.0,0.0,498,380000
8,3320.0,660.0,7,2.0,2007,10,3,4,292.0,5,0.0,0.0,253,256000
5,1800.0,576.0,6,2.0,1951,8,1,0,0.0,3,0.0,234.0,254,134800
6,1790.0,462.0,6,2.0,1980,8,3,3,0.0,3,0.0,0.0,154,121000
7,2635.0,578.0,7,3.0,2007,8,3,0,0.0,5,0.0,0.0,249,227875
8,3388.0,776.0,7,2.0,2008,10,2,0,72.0,5,0.0,0.0,193,245350
5,1872.0,0.0,6,2.0,1920,7,0,0,0.0,4,0.0,0.0,386,93500
5,1293.0,366.0,6,1.0,1920,7,1,0,0.0,2,0.0,108.0,77,83000
6,3533.0,501.0,7,4.0,1992,10,3,2,0.0,5,0.0,985.0,447,240000
5,1765.0,240.0,6,2.0,1901,7,1,0,0.0,3,0.0,0.0,102,113000
6,2430.0,297.0,6,1.0,1958,6,1,0,176.0,3,0.0,585.0,234,155000
6,1824.0,288.0,7,3.0,1961,8,1,0,0.0,4,0.0,832.0,168,142000
6,1788.0,180.0,7,1.0,1926,7,1,0,0.0,4,0.0,0.0,105,119000
6,2733.0,423.0,6,3.0,1940,9,1,0,0.0,5,0.0,660.0,401,160000
6,2432.0,398.0,6,4.0,2004,7,3,3,0.0,5,0.0,759.0,175,193000
8,3307.0,517.0,7,4.0,1992,9,2,3,309.0,5,0.0,335.0,209,263000
7,2620.0,400.0,7,2.0,2005,10,3,4,0.0,5,0.0,24.0,0,164990
4,1896.0,280.0,6,2.0,1954,7,1,3,0.0,5,0.0,732.0,36,119000
8,2820.0,692.0,7,2.0,2006,8,2,4,238.0,5,0.0,24.0,140,238500
7,3066.0,576.0,6,3.0,1975,11,1,3,0.0,3,0.0,655.0,254,280000
8,3076.0,476.0,7,3.0,2006,8,3,0,36.0,5,0.0,60.0,120,193800
5,2100.0,572.0,6,2.0,1976,8,1,3,0.0,3,0.0,840.0,210,129900
5,1980.0,672.0,6,2.0,1994,8,1,0,0.0,5,0.0,686.0,0,145000
8,3540.0,748.0,7,2.0,2001,11,2,3,178.0,5,0.0,0.0,348,275000
3,1040.0,400.0,6,2.0,1950,0,1,0,0.0,2,0.0,0.0,0,81400
5,2178.0,252.0,6,2.0,1954,8,2,4,0.0,3,0.0,173.0,328,125000
4,1722.0,288.0,6,1.0,1920,6,1,0,0.0,3,0.0,0.0,128,80000
5,2403.0,260.0,6,2.0,1924,8,1,4,203.0,2,0.0,133.0,36,104000
7,3440.0,527.0,7,3.0,1996,8,3,3,338.0,5,0.0,919.0,450,260400
